"review_case_id","source_record_id","review_priority","boundary_flags","hr_input","current_intents_json","reviewer_code","decision","proposed_intents_json","review_note"
"INT-RVW-0765","765","HIGH","EXTERNAL_EXECUTION","WRK-217 고용허가기간 연장 신청 진행해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 연장 신청 진행해줘""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0781","781","HIGH","PAYROLL_ACCOUNT","WRK-873님 통장사본 재제출 요청 부탁드립니다","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 재제출 요청 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0797","797","HIGH","EXTERNAL_EXECUTION","WRK-439 고용보험 최초 취득신고 처리해줘","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""고용보험 최초 취득신고 처리해줘""}]","A","CHANGE","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""고용보험 최초 취득""}]","최초 보험 취득은 WORKER_ONBOARDING으로 유지하되, 외부기관 신고 실행 표현은 evidence에서 제외함."
"INT-RVW-0800","800","HIGH","PAYROLL_ACCOUNT","첨부한 계약서 기반 WRK-762님 급여계좌 초기 등록 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 초기 등록 부탁드립니다""}]","A","KEEP","",""
"INT-RVW-0803","803","HIGH","EXTERNAL_EXECUTION","WRK-095님 건강보험 최초 취득신고 부탁드립니다","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""건강보험 최초 취득신고 부탁드립니다""}]","A","CHANGE","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""건강보험 최초 취득""}]","최초 보험 취득은 WORKER_ONBOARDING으로 유지하되, 외부기관 신고 실행 표현은 evidence에서 제외함."
"INT-RVW-0807","807","HIGH","EXTERNAL_EXECUTION","WRK-439님 무단결근 사흘째, 연락두절 신고 검토 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 사흘째, 연락두절 신고 검토""}]","A","KEEP","",""
"INT-RVW-0809","809","HIGH","EXTERNAL_EXECUTION","WRK-651님 사업장 변경 신청 접수 확인 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청 접수 확인""}]","A","KEEP","",""
"INT-RVW-0811","811","HIGH","EXTERNAL_EXECUTION","WRK-873님 연락 두절 닷새째, 무단이탈 신고 검토 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락 두절 닷새째, 무단이탈 신고 검토""}]","A","KEEP","",""
"INT-RVW-0814","814","HIGH","EXTERNAL_EXECUTION","WRK-106 육아휴직 신청 접수 및 반영해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""육아휴직 신청 접수 및 반영해줘""}]","A","KEEP","",""
"INT-RVW-0815","815","HIGH","EXTERNAL_EXECUTION","WRK-217님 연락두절 열흘째, 실종신고 검토 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 열흘째, 실종신고 검토""}]","A","KEEP","",""
"INT-RVW-0817","817","HIGH","LEAVE_BOUNDARY|EXTERNAL_EXECUTION","WRK-439님 병가 신청 접수 및 반영 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""병가 신청 접수 및 반영 부탁드립니다""}]","A","NEEDS_DISCUSSION","","일반 연차·병가·결혼휴가를 EMPLOYMENT_CHANGE로 볼지, 일정/근태 업무로 분리할지 라벨 규칙 합의가 필요함."
"INT-RVW-0819","819","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-651님 무단이탈 확인되어 신고 절차 진행 부탁드립니다","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단이탈 확인되어 신고 절차 진행 부탁드립니다""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단이탈 확인되어""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0824","824","HIGH","EXTERNAL_EXECUTION","WRK-106 비자 만료일 다가오니 연장신청 진행해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 만료일 다가오니 연장신청 진행해줘""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""비자 만료일 다가오니 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0845","845","HIGH","PAYROLL_ACCOUNT","WRK-105 통장사본 좀 받아서 등록 마무리하자","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 좀 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 마무리하자""}]","A","KEEP","",""
"INT-RVW-0847","847","HIGH","COMPLETED_STATUS","WRK-107 계약서와 여권 사본을 받아 신규 근로자 등록을 완료해주시기 바랍니다.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서와 여권 사본을 받아""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 근로자 등록을 완료""}]","A","KEEP","",""
"INT-RVW-0849","849","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","WRK-109: 사진, 통장사본 받아서 초기 프로필 생성 완료할 것","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""사진, 통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""초기 프로필 생성 완료할 것""}]","A","KEEP","",""
"INT-RVW-0856","856","HIGH","PAYROLL_ACCOUNT","신규 입사 예정인 WRK-116의 통장사본을 받아서 등록 프로필을 생성해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본을 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 프로필을 생성""}]","A","KEEP","",""
"INT-RVW-0866","866","HIGH","PAYROLL_ACCOUNT","WRK-126 통장사본 받아서 등록 처리해줄래?","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리해줄래""}]","A","KEEP","",""
"INT-RVW-0867","867","HIGH","COMPLETED_STATUS","WRK-127: 계약서 받아서 시스템 등록 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""시스템 등록 완료""}]","A","NEEDS_DISCUSSION","","‘완료’가 과거 상태 보고인지 ‘완료해 달라’는 축약 요청인지 문장만으로 확정하기 어려움."
"INT-RVW-0875","875","HIGH","EXTERNAL_EXECUTION","WRK-205 등록증 받아서 체류연장 신청해야 돼","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장 신청해야 돼""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0888","888","HIGH","EXTERNAL_EXECUTION","WRK-218 계약서, 여권 확보 후 체류연장 신청 접수","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서, 여권 확보""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장 신청 접수""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서, 여권 확보""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0891","891","HIGH","COMPLETED_STATUS","WRK-221: 계약서 서명본 받아 재계약 처리 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 서명본 받아""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 처리 완료""}]","A","NEEDS_DISCUSSION","","‘완료’가 과거 상태 보고인지 ‘완료해 달라’는 축약 요청인지 문장만으로 확정하기 어려움."
"INT-RVW-0892","892","HIGH","EXTERNAL_EXECUTION","WRK-222의 여권과 계약서를 받아서 체류기간 연장 신청을 접수하겠습니다.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 계약서를 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장 신청을 접수""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 계약서를 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0900","900","HIGH","EXTERNAL_EXECUTION","WRK-230 계약서, 등록증 받아서 고용허가 연장 신청 접수","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서, 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가 연장 신청 접수""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서, 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0901","901","HIGH","PAYROLL_ACCOUNT","WRK-301의 통장사본을 받아서 이번 달 급여 지급 내역을 안내드리겠습니다.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본을 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지급 내역을 안내""}]","A","KEEP","",""
"INT-RVW-0905","905","HIGH","PAYROLL_ACCOUNT","WRK-305 통장사본 받아서 급여 입금 확인해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 입금 확인해줘""}]","A","KEEP","",""
"INT-RVW-0909","909","HIGH","PAYROLL_ACCOUNT","WRK-309: 통장사본 확보, 급여 계산 안내","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 확보""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 계산 안내""}]","A","KEEP","",""
"INT-RVW-0911","911","HIGH","PAYROLL_ACCOUNT","WRK-311 통장사본 받아서 급여 얼마 들어갔는지 확인시켜줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 얼마 들어갔는지 확인시켜줘""}]","A","KEEP","",""
"INT-RVW-0915","915","HIGH","PAYROLL_ACCOUNT","WRK-315: 통장사본 받아 급여 지급일 안내","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지급일 안내""}]","A","KEEP","",""
"INT-RVW-0918","918","HIGH","PAYROLL_ACCOUNT","WRK-318 통장사본 확보, 급여 오류 정정 안내","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 확보""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 오류 정정 안내""}]","A","KEEP","",""
"INT-RVW-0922","922","HIGH","PAYROLL_ACCOUNT","WRK-322의 통장사본을 받아서 급여 이체 오류 여부를 확인해드리겠습니다.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본을 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 이체 오류 여부를 확인""}]","A","KEEP","",""
"INT-RVW-0926","926","HIGH","PAYROLL_ACCOUNT","WRK-326 통장사본 받아서 급여 명세 설명해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 명세 설명해줘""}]","A","KEEP","",""
"INT-RVW-0930","930","HIGH","PAYROLL_ACCOUNT","WRK-330 통장사본 확보, 급여 지급 내역 정리 및 안내","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 확보""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지급 내역 정리 및 안내""}]","A","KEEP","",""
"INT-RVW-0960","960","HIGH","COMPLETED_STATUS","WRK-440 퇴사 처리 완료, 신규 배치 및 작업지시 진행","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사 처리 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""신규 배치 및 작업지시 진행""}]","A","KEEP","",""
"INT-RVW-0964","964","HIGH","EXTERNAL_EXECUTION","WRK-504의 사업장 변경이 확정되었는데, 체류기간 연장도 함께 신청해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경이 확정""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장도 함께 신청""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경이 확정""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-0976","976","HIGH","EXTERNAL_EXECUTION","WRK-516의 무단결근이 지속되고 있으며, 고용허가기간 만료가 임박해 신고 여부를 결정해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근이 지속""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 만료가 임박""}]","A","KEEP","",""
"INT-RVW-0980","980","HIGH","COMPLETED_STATUS|LONG_EVIDENCE","WRK-520 퇴사한다는데 체류기간은 아직 안 끝났어, 출국일 확인해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-520 퇴사한다는데""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간은 아직 안 끝났어, 출국일 확인해줘""}]","A","KEEP","",""
"INT-RVW-0982","982","HIGH","EXTERNAL_EXECUTION","WRK-522가 연락두절 상태로 확인되었으며, 체류기간 만료일이 임박하여 신고를 준비해야 합니다.","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 상태로 확인""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료일이 임박하여 신고를 준비""}]","A","KEEP","",""
"INT-RVW-0986","986","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-526 무단결근 이틀째야, 체류기간도 이번 달 끝나서 신고 서둘러야 해","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""WRK-526 무단결근 이틀째야""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간도 이번 달 끝나서 신고 서둘러야 해""}]","A","KEEP","",""
"INT-RVW-1000","1000","HIGH","COMPLETED_STATUS","신규 WRK-610 등록증 받아서 프로필 만들고, 근무 배치까지 완료해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""프로필 만들고""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""근무 배치까지 완료""}]","A","KEEP","",""
"INT-RVW-1002","1002","HIGH","PAYROLL_ACCOUNT","WRK-612 통장사본 받아서 급여계좌 변경 처리해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 변경 처리해줘""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 변경 처리해줘""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1011","1011","HIGH","EXTERNAL_EXECUTION","WRK-621 여권 만료 임박이라 갱신 서류 받아서 접수해줘","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""여권 만료 임박이라 갱신""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 접수해줘""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""여권 만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""갱신 서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1015","1015","HIGH","COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-625 사업장 변경 신청 접수됨, 인수인계 작업지시 완료해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청 접수됨""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""인수인계 작업지시 완료해줘""}]","A","KEEP","",""
"INT-RVW-1018","1018","HIGH","PAYROLL_ACCOUNT","신규 WRK-628 통장사본 받아서 급여계좌 등록하고 프로필도 생성해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 등록""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""프로필도 생성해줘""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 등록하고 프로필도 생성해줘""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1032","1032","HIGH","COMPLETED_STATUS","신규 WRK-642 사진 받아서 사원증 발급하고 등록 완료해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""사진 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료해줘""}]","A","KEEP","",""
"INT-RVW-1035","1035","HIGH","EXTERNAL_EXECUTION","WRK-645 여권 받아서 재발급 신청해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""}]","A","KEEP","",""
"INT-RVW-1036","1036","HIGH","EXTERNAL_EXECUTION","WRK-646 연락두절 3일째, 무단결근 신고 절차 진행하고 그 자리 대체 인력 오늘부터 투입해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 3일째, 무단결근 신고 절차 진행""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력 오늘부터 투입해줘""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 3일째, 무단결근""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체 인력 오늘부터 투입해줘""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1039","1039","HIGH","COMPLETED_STATUS","신규입사자 WRK-649의 여권, 등록증, 계약서를 모두 받아서 등록 완료 후 첫 근무지 배정까지 진행해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권, 등록증, 계약서를 모두 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""첫 근무지 배정까지 진행""}]","A","KEEP","",""
"INT-RVW-1043","1043","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-653: 고용허가기간 만료 임박, 연장신청서 받아서 즉시 접수","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""WRK-653: 고용허가기간 만료 임박, 연장신청서 받아서 즉시 접수""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""연장신청서 받아서""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""연장신청서 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1056","1056","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","신규 입사 WRK-666의 여권과 통장사본을 받아 등록하고 급여계좌 설정도 완료해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 통장사본을 받아""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 설정도 완료""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 통장사본을 받아""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록하고 급여계좌 설정도 완료해주세요""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1062","1062","HIGH","COMPLETED_STATUS","WRK-672: 사진, 여권 받아서 신규 등록 처리 완료함","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""사진, 여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 등록 처리 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1067","1067","HIGH","EXTERNAL_EXECUTION","WRK-677 사업장 변경 신청 서류 받아서 접수해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""사업장 변경 신청 서류 받아서""},{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""신청 서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1068","1068","HIGH","COMPLETED_STATUS","신규 WRK-678 등록 완료했고, 이번 주부터 라인 배치도 시작할게요","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 WRK-678 등록 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""이번 주부터 라인 배치도 시작""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1069","1069","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-679 무단결근 신고 접수, 근로계약 자동 해지 여부 확인 필요","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 신고 접수, 근로계약 자동 해지 여부 확인 필요""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1074","1074","HIGH","PAYROLL_ACCOUNT","WRK-684 통장사본 받아서 급여 계좌 오류 확인해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 계좌 오류 확인해줘""}]","A","KEEP","",""
"INT-RVW-1078","1078","HIGH","EXTERNAL_EXECUTION","WRK-688 여권, 등록증 받아서 체류기간 연장 신청 접수하고 결과는 문자로 안내해줄게","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권, 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장 신청 접수""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권, 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 연장""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1082","1082","HIGH","COMPLETED_STATUS","신규 WRK-692 계약서 받아서 등록하고 근무지 배치까지 오늘 완료해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""근무지 배치까지 오늘 완료해줘""}]","A","KEEP","",""
"INT-RVW-1083","1083","HIGH","EXTERNAL_EXECUTION","WRK-693 연락두절 확인됨, 신고 절차 시작할게","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""연락두절 확인됨, 신고 절차 시작할게""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1086","1086","HIGH","COMPLETED_STATUS","WRK-696: 이번 주 작업 배치 변경 없음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""이번 주 작업 배치 변경 없음""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1087","1087","HIGH","PAYROLL_ACCOUNT","WRK-697 등록증 받아서 정보 갱신하고, 급여계좌도 재확인해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""정보 갱신하고""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌도 재확인해줘""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""정보 갱신하고, 급여계좌도 재확인해줘""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1089","1089","HIGH","PAYROLL_ACCOUNT","신규 WRK-699 여권 받아서 등록 진행하고, 최초 보험가입 및 급여계좌 개설까지 한번에 처리 부탁","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 진행""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 개설까지 한번에 처리""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 진행하고, 최초 보험가입 및 급여계좌 개설까지 한번에 처리 부탁""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1092","1092","HIGH","COMPLETED_STATUS","WRK-702: 오늘 라인 교체 완료, 별도 지시 없음","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 라인 교체 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1095","1095","HIGH","COMPLETED_STATUS","신규 WRK-705의 건강진단서와 여권을 받아서 등록 처리 완료해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""건강진단서와 여권을 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리 완료""}]","A","KEEP","",""
